date,depth,tempC,tds,station
10/2/1985,0,17.03,5299.32,92
10/2/1985,1,17.03,5307.13,92
10/2/1985,2,17.00,5299.32,92
10/2/1985,3,17.00,5299.32,92
10/2/1985,4,16.84,5291.51,92
10/2/1985,5,16.81,5299.32,92
10/2/1985,6,16.80,5291.51,92
10/2/1985,7,16.80,5299.32,92
10/2/1985,8,16.78,5291.51,92
10/2/1985,9,16.76,5307.13,92
10/2/1985,10,16.75,5275.89,92
10/2/1985,11,16.75,5307.13,92
10/2/1985,12,16.75,5307.13,92
10/2/1985,13,16.74,5291.51,92
10/2/1985,14,16.74,5307.13,92
10/2/1985,15,16.73,5299.32,92
10/2/1985,16,16.72,5307.13,92
10/2/1985,17,16.72,5291.51,92
10/2/1985,18,16.72,5307.13,92
10/2/1985,19,16.72,5291.51,92
10/2/1985,20,16.72,5299.32,92
10/2/1985,21,16.68,5299.32,92
10/2/1985,22,16.42,5299.32,92
10/2/1985,23,15.55,5268.08,92
10/2/1985,24,14.57,5244.64,92
10/2/1985,25,12.15,5182.16,92
10/2/1985,26,11.26,5189.97,92
10/2/1985,27,8.46,5127.48,92
10/2/1985,28,8.49,5174.35,92
10/2/1985,29,8.44,5127.48,92
10/2/1985,0,16.98,5299.32,95
10/2/1985,1,16.99,5307.13,95
10/2/1985,2,16.90,5314.94,95
10/2/1985,3,16.90,5213.40,95
10/2/1985,4,16.87,5260.27,95
10/2/1985,5,16.86,5291.51,95
10/2/1985,6,16.85,5260.27,95
10/2/1985,7,16.85,5244.64,95
10/2/1985,8,16.84,5275.89,95
10/2/1985,9,16.84,5268.08,95
10/2/1985,10,16.82,5268.08,95
10/2/1985,11,16.79,5275.89,95
10/2/1985,12,16.77,5283.70,95
10/2/1985,13,16.77,5275.89,95
10/2/1985,14,16.66,5260.27,95
10/2/1985,15,16.55,5252.46,95
10/2/1985,16,16.53,5275.89,95
10/2/1985,17,16.36,5283.70,95
10/2/1985,18,16.27,5275.89,95
10/2/1985,19,16.12,5260.27,95
10/2/1985,20,15.80,5252.46,95
10/2/1985,21,15.51,5252.46,95
10/2/1985,22,15.33,5252.46,95
10/2/1985,23,13.56,5197.78,95
10/2/1985,24,12.07,5197.78,95
10/2/1985,25,11.90,5189.97,95
10/2/1985,26,10.41,5166.53,95
10/2/1985,27,10.18,5135.29,95
10/2/1985,28,10.00,5158.72,95
10/2/1985,29,9.18,5166.53,95
10/2/1985,30,8.20,5150.91,95
10/2/1985,35,6.73,5150.91,95
10/2/1985,40,6.21,5166.53,95
10/2/1985,45,6.09,5111.86,95
10/2/1985,50,6.08,5166.53,95
10/2/1985,55,6.07,5166.53,95
10/2/1985,60,6.04,5174.35,95
10/2/1985,65,6.03,5158.72,95
10/2/1985,70,6.12,5268.08,95
10/2/1985,75,6.32,5275.89,95
10/2/1985,77,6.32,5377.43,95
10/2/1985,0,17.06,5033.75,96
10/2/1985,1,16.99,5236.83,96
10/2/1985,2,16.97,5252.46,96
10/2/1985,3,16.93,5252.46,96
10/2/1985,4,16.92,5268.08,96
10/2/1985,5,16.91,5260.27,96
10/2/1985,6,16.90,5268.08,96
10/2/1985,7,16.89,5275.89,96
10/2/1985,8,16.88,5275.89,96
10/2/1985,9,16.87,5283.70,96
10/2/1985,10,16.79,5283.70,96
10/2/1985,11,16.77,5291.51,96
10/2/1985,12,16.77,5291.51,96
10/2/1985,13,16.75,5291.51,96
10/2/1985,14,16.74,5283.70,96
10/2/1985,15,15.98,5268.08,96
10/2/1985,16,14.97,5244.64,96
10/2/1985,17,14.21,5221.21,96
10/2/1985,18,13.02,5189.97,96
10/2/1985,19,11.80,5174.35,96
10/2/1985,20,11.09,5174.35,96
10/2/1985,21,10.20,5158.72,96
10/2/1985,22,9.65,5150.91,96
10/2/1985,23,9.33,5143.10,96
10/2/1985,24,8.94,5150.91,96
10/2/1985,25,8.48,5158.72,96
10/2/1985,26,8.12,5127.48,96
10/2/1985,27,7.88,5127.48,96
10/2/1985,28,7.74,5143.10,96
10/2/1985,29,7.60,5158.72,96
10/2/1985,30,7.36,5143.10,96
10/2/1985,31,7.15,5143.10,96
10/2/1985,32,7.01,5158.72,96
10/2/1985,33,6.85,5127.48,96
10/2/1985,34,6.73,5119.67,96
10/2/1985,35,6.60,5127.48,96
10/2/1985,36,6.49,5150.91,96
10/2/1985,37,6.39,5135.29,96
10/2/1985,38,6.31,5150.91,96
10/2/1985,39,6.24,5166.53,96
10/2/1985,40,6.16,5143.10,96
10/2/1985,45,5.92,5174.35,96
10/2/1985,50,5.83,5158.72,96
10/2/1985,55,5.77,5189.97,96
10/2/1985,60,5.79,5174.35,96
10/2/1985,65,5.88,5275.89,96
10/2/1985,70,5.94,5268.08,96
10/2/1985,75,6.07,5346.19,96
10/2/1985,80,6.21,5393.05,96
10/2/1985,85,6.31,5400.86,96
10/2/1985,90,6.38,5455.54,96
10/2/1985,95,6.45,5588.33,96
10/2/1985,100,6.46,5533.65,96
10/2/1985,102,6.47,5549.27,96
11/7/1985,0,12.62,4783.80,92
11/7/1985,1,12.61,4971.26,92
11/7/1985,2,12.61,4963.45,92
11/7/1985,3,12.59,4994.69,92
11/7/1985,4,12.59,5018.13,92
11/7/1985,5,12.61,5057.18,92
11/7/1985,6,12.64,5088.42,92
11/7/1985,7,12.66,5096.24,92
11/7/1985,8,12.66,5104.05,92
11/7/1985,9,12.65,5104.05,92
11/7/1985,10,12.63,5111.86,92
11/7/1985,11,12.61,5111.86,92
11/7/1985,12,12.59,5104.05,92
11/7/1985,13,12.59,5111.86,92
11/7/1985,14,12.58,5096.24,92
11/7/1985,15,12.57,5119.67,92
11/7/1985,16,12.57,5111.86,92
11/7/1985,17,12.56,5088.42,92
11/7/1985,18,12.55,5119.67,92
11/7/1985,19,12.55,5088.42,92
11/7/1985,20,12.54,5104.05,92
11/7/1985,21,12.48,5088.42,92
11/7/1985,22,12.27,5096.24,92
11/7/1985,23,12.17,5096.24,92
11/7/1985,24,10.63,5080.61,92
11/7/1985,25,10.09,5080.61,92
11/7/1985,26,9.31,5025.94,92
11/7/1985,27,8.82,5049.37,92
11/7/1985,28,8.03,4979.07,92
11/7/1985,29,7.86,5018.13,92
11/7/1985,30,7.61,4994.69,92
11/7/1985,35,6.56,5010.31,92
11/7/1985,40,6.45,5033.75,92
11/7/1985,45,6.24,5018.13,92
11/7/1985,47,6.21,5057.18,92
11/7/1985,0,12.84,4916.58,96
11/7/1985,1,12.84,4947.83,96
11/7/1985,2,12.81,5018.13,96
11/7/1985,3,12.80,5064.99,96
11/7/1985,4,12.80,5072.80,96
11/7/1985,5,12.78,5080.61,96
11/7/1985,6,12.78,5088.42,96
11/7/1985,7,12.77,5064.99,96
11/7/1985,8,12.75,5080.61,96
11/7/1985,9,12.75,5088.42,96
11/7/1985,10,12.75,5072.80,96
11/7/1985,11,12.75,5088.42,96
11/7/1985,12,12.75,5088.42,96
11/7/1985,13,12.74,5088.42,96
11/7/1985,14,12.74,5088.42,96
11/7/1985,15,12.74,5088.42,96
11/7/1985,16,12.74,5104.05,96
11/7/1985,17,12.72,5111.86,96
11/7/1985,18,12.72,5104.05,96
11/7/1985,19,12.72,5104.05,96
11/7/1985,20,12.72,5111.86,96
11/7/1985,21,12.69,5096.24,96
11/7/1985,22,12.70,5072.80,96
11/7/1985,23,11.15,5041.56,96
11/7/1985,24,10.30,5018.13,96
11/7/1985,25,9.53,5033.75,96
11/7/1985,26,9.14,5002.50,96
11/7/1985,27,8.84,4986.88,96
11/7/1985,28,8.29,4971.26,96
11/7/1985,29,7.99,5002.50,96
11/7/1985,30,7.60,4979.07,96
11/7/1985,35,6.79,4986.88,96
11/7/1985,40,6.47,4979.07,96
11/7/1985,45,6.12,4979.07,96
11/7/1985,50,6.02,4994.69,96
11/7/1985,55,5.89,5018.13,96
11/7/1985,60,5.88,5018.13,96
11/7/1985,65,5.94,5057.18,96
11/7/1985,70,6.02,5096.24,96
11/7/1985,75,6.09,5135.29,96
11/7/1985,80,6.23,5197.78,96
11/7/1985,85,6.34,5291.51,96
11/7/1985,90,6.43,5291.51,96
11/7/1985,95,6.45,5330.57,96
11/7/1985,100,6.47,5408.68,96
12/12/1985,0,5.20,4237.03,92
12/12/1985,1,6.48,5025.94,92
12/12/1985,2,6.40,5111.86,92
12/12/1985,3,6.95,5158.72,92
12/12/1985,4,6.96,5189.97,92
12/12/1985,5,6.95,5205.59,92
12/12/1985,6,6.93,5205.59,92
12/12/1985,7,7.02,5229.02,92
12/12/1985,8,7.06,5229.02,92
12/12/1985,9,7.06,5252.46,92
12/12/1985,10,7.06,5260.27,92
12/12/1985,15,7.10,5291.51,92
12/12/1985,20,7.14,5283.70,92
12/12/1985,25,7.14,5283.70,92
12/12/1985,30,7.13,5260.27,92
12/12/1985,35,7.08,5275.89,92
12/12/1985,39,7.07,5299.32,92
12/12/1985,0,7.22,5299.32,95
12/12/1985,1,7.29,5299.32,95
12/12/1985,2,7.29,5307.13,95
12/12/1985,3,7.25,5314.94,95
12/12/1985,4,7.26,5283.70,95
12/12/1985,5,7.26,5307.13,95
12/12/1985,6,7.26,5307.13,95
12/12/1985,7,7.28,5307.13,95
12/12/1985,8,7.26,5307.13,95
12/12/1985,9,7.28,5307.13,95
12/12/1985,10,7.28,5322.75,95
12/12/1985,15,7.26,5322.75,95
12/12/1985,20,7.25,5338.38,95
12/12/1985,25,7.25,5299.32,95
12/12/1985,30,7.26,5307.13,95
12/12/1985,35,7.25,5307.13,95
12/12/1985,40,7.25,5307.13,95
12/12/1985,45,7.25,5314.94,95
12/12/1985,50,7.23,5299.32,95
12/12/1985,55,7.19,5299.32,95
12/12/1985,60,7.01,5291.51,95
12/12/1985,65,6.59,5322.75,95
12/12/1985,70,6.21,5455.54,95
12/12/1985,75,6.27,5455.54,95
12/12/1985,0,7.25,5314.94,96
12/12/1985,1,7.28,5330.57,96
12/12/1985,2,7.28,5307.13,96
12/12/1985,3,7.29,5322.75,96
12/12/1985,4,7.29,5314.94,96
12/12/1985,5,7.29,5322.75,96
12/12/1985,6,7.29,5346.19,96
12/12/1985,7,7.30,5330.57,96
12/12/1985,8,7.30,5330.57,96
12/12/1985,9,7.30,5330.57,96
12/12/1985,10,7.30,5338.38,96
12/12/1985,15,7.32,5314.94,96
12/12/1985,20,7.32,5322.75,96
12/12/1985,25,7.32,5322.75,96
12/12/1985,30,7.32,5314.94,96
12/12/1985,35,7.32,5268.08,96
12/12/1985,40,7.31,5268.08,96
12/12/1985,45,7.31,5322.75,96
12/12/1985,50,7.17,5330.57,96
12/12/1985,55,6.13,5252.46,96
12/12/1985,60,6.13,5236.83,96
12/12/1985,65,6.03,5283.70,96
12/12/1985,70,6.00,5299.32,96
12/12/1985,75,6.05,5432.11,96
12/12/1985,80,6.08,5307.13,96
12/12/1985,85,6.15,5393.05,96
12/12/1985,90,6.26,5447.73,96
12/12/1985,95,6.34,5572.71,96
12/12/1985,100,6.36,5369.62,96
12/12/1985,103,6.36,5486.79,96
12/12/1985,0,7.16,5252.46,97
12/12/1985,1,7.16,5268.08,97
12/12/1985,2,7.17,5283.70,97
12/12/1985,3,7.16,5260.27,97
12/12/1985,4,7.15,5283.70,97
12/12/1985,5,7.16,5275.89,97
12/12/1985,6,7.17,5268.08,97
12/12/1985,7,7.17,5291.51,97
12/12/1985,8,7.17,5291.51,97
12/12/1985,9,7.18,5283.70,97
12/12/1985,10,7.17,5299.32,97
12/12/1985,15,7.18,5299.32,97
12/12/1985,20,7.17,5322.75,97
12/12/1985,25,7.17,5314.94,97
12/12/1985,30,7.03,5275.89,97
12/12/1985,35,6.99,5322.75,97
12/12/1985,40,6.88,5338.38,97
12/12/1985,45,6.84,5229.02,97
12/12/1985,50,6.79,5307.13,97
12/12/1985,55,6.42,5330.57,97
12/12/1985,60,6.04,5244.64,97
12/12/1985,65,5.99,5275.89,97
12/12/1985,70,6.06,5361.81,97
12/12/1985,75,6.16,5354.00,97
1/8/1986,0,6.02,4940.02,95
1/8/1986,1,6.03,4940.02,95
1/8/1986,2,6.00,4963.45,95
1/8/1986,3,6.00,4979.07,95
1/8/1986,4,6.00,5002.50,95
1/8/1986,5,6.00,4994.69,95
1/8/1986,6,5.99,4986.88,95
1/8/1986,7,5.97,4994.69,95
1/8/1986,8,5.98,5010.31,95
1/8/1986,9,5.99,5018.13,95
1/8/1986,10,5.99,5018.13,95
1/8/1986,15,5.97,5033.75,95
1/8/1986,20,5.97,5049.37,95
1/8/1986,25,5.95,5033.75,95
1/8/1986,30,5.99,5057.18,95
1/8/1986,35,5.99,5064.99,95
1/8/1986,40,6.04,5041.56,95
1/8/1986,45,6.10,5080.61,95
1/8/1986,50,6.15,5135.29,95
1/8/1986,55,6.11,5119.67,95
1/8/1986,60,6.12,5197.78,95
1/8/1986,65,6.15,5260.27,95
1/8/1986,70,6.17,5260.27,95
1/8/1986,75,6.18,5236.83,95
1/8/1986,0,6.28,5080.61,97
1/8/1986,1,6.24,5064.99,97
1/8/1986,2,6.24,5072.80,97
1/8/1986,3,6.22,5096.24,97
1/8/1986,4,6.22,5096.24,97
1/8/1986,5,6.21,5104.05,97
1/8/1986,6,6.21,5111.86,97
1/8/1986,7,6.21,5111.86,97
1/8/1986,8,6.22,5111.86,97
1/8/1986,9,6.21,5119.67,97
1/8/1986,10,6.21,5104.05,97
1/8/1986,15,6.22,5111.86,97
1/8/1986,20,6.21,5111.86,97
1/8/1986,25,6.21,5096.24,97
1/8/1986,30,6.19,5096.24,97
1/8/1986,35,6.18,5104.05,97
1/8/1986,40,6.18,5111.86,97
1/8/1986,45,6.17,5104.05,97
1/8/1986,50,6.15,5072.80,97
1/8/1986,55,6.06,5080.61,97
1/8/1986,60,5.97,5111.86,97
1/8/1986,65,6.03,5096.24,97
1/8/1986,70,6.14,5166.53,97
1/8/1986,75,6.25,5229.02,97
1/13/1986,0,6.38,5174.35,96
1/13/1986,1,6.37,5229.02,96
1/13/1986,2,6.37,5166.53,96
1/13/1986,3,6.37,5189.97,96
1/13/1986,4,6.37,5166.53,96
1/13/1986,5,6.35,5205.59,96
1/13/1986,6,6.35,5221.21,96
1/13/1986,7,6.35,5229.02,96
1/13/1986,8,6.34,5189.97,96
1/13/1986,9,6.32,5205.59,96
1/13/1986,10,6.32,5213.40,96
1/13/1986,15,6.29,5221.21,96
1/13/1986,20,6.28,5221.21,96
1/13/1986,25,6.28,5236.83,96
1/13/1986,30,6.28,5213.40,96
1/13/1986,35,6.28,5205.59,96
1/13/1986,40,6.28,5213.40,96
1/13/1986,45,6.26,5205.59,96
1/13/1986,50,6.27,5213.40,96
1/13/1986,55,6.26,5229.02,96
1/13/1986,60,6.25,5229.02,96
1/13/1986,65,6.25,5205.59,96
1/13/1986,70,6.26,5197.78,96
1/13/1986,75,6.22,5213.40,96
1/13/1986,80,6.15,5244.64,96
1/13/1986,85,6.15,5354.00,96
1/13/1986,90,6.20,5432.11,96
1/13/1986,95,6.26,5260.27,96
1/13/1986,100,6.37,5525.84,96
1/13/1986,105,6.37,5424.30,96
2/27/1986,0,9.18,2643.58,92
2/27/1986,1,6.93,3846.48,92
2/27/1986,2,6.30,4713.50,92
2/27/1986,2,7.71,4666.63,92
2/27/1986,3,6.22,4893.15,92
2/27/1986,3,7.56,5041.56,92
2/27/1986,4,6.18,4932.20,92
2/27/1986,4,7.21,5080.61,92
2/27/1986,5,6.16,4963.45,92
2/27/1986,5,7.12,5088.42,92
2/27/1986,6,6.96,5088.42,92
2/27/1986,7,6.89,5088.42,92
2/27/1986,8,6.89,5088.42,92
2/27/1986,9,6.24,5072.80,92
2/27/1986,10,6.13,5025.94,92
2/27/1986,10,6.17,5072.80,92
2/27/1986,15,6.13,5041.56,92
2/27/1986,15,6.15,5088.42,92
2/27/1986,20,6.12,5072.80,92
2/27/1986,20,6.13,5104.05,92
2/27/1986,24,6.11,5072.80,92
2/27/1986,25,6.12,5096.24,92
2/27/1986,30,6.15,5119.67,92
2/27/1986,35,6.13,5088.42,92
2/27/1986,40,6.09,5143.10,92
2/27/1986,45,6.09,5135.29,92
2/27/1986,50,6.06,5111.86,92
2/27/1986,55,6.06,5119.67,92
2/27/1986,60,6.05,5111.86,92
2/27/1986,65,6.06,5143.10,92
2/27/1986,70,6.07,5189.97,92
2/27/1986,75,6.11,5135.29,92
2/27/1986,78,6.18,5213.40,92
2/27/1986,0,10.23,5096.24,96
2/27/1986,1,8.80,5057.18,96
2/27/1986,2,8.18,5088.42,96
2/27/1986,3,7.58,5088.42,96
2/27/1986,4,7.14,5104.05,96
2/27/1986,5,6.65,5096.24,96
2/27/1986,10,6.29,5080.61,96
2/27/1986,15,6.22,5119.67,96
2/27/1986,20,6.16,5088.42,96
2/27/1986,25,6.14,5104.05,96
2/27/1986,30,6.12,5080.61,96
2/27/1986,35,6.10,5119.67,96
2/27/1986,40,6.09,5111.86,96
2/27/1986,45,6.09,5080.61,96
2/27/1986,50,6.11,5096.24,96
2/27/1986,55,6.08,5119.67,96
2/27/1986,60,6.05,5072.80,96
2/27/1986,65,6.08,5127.48,96
2/27/1986,70,6.13,5158.72,96
2/27/1986,75,6.21,5182.16,96
2/27/1986,80,6.27,5338.38,96
2/27/1986,85,6.30,5299.32,96
2/27/1986,90,6.33,5244.64,96
2/27/1986,95,6.36,5252.46,96
2/27/1986,98,6.37,,96
3/5/1986,0,10.50,,92
3/5/1986,1,10.20,2557.66,92
3/5/1986,2,10.07,4729.12,92
3/5/1986,3,9.60,4955.64,92
3/5/1986,4,9.10,5025.94,92
3/5/1986,5,8.94,5072.80,92
3/5/1986,6,8.83,5064.99,92
3/5/1986,8,8.55,5080.61,92
3/5/1986,10,6.72,5080.61,92
3/5/1986,15,6.12,5104.05,92
3/5/1986,20,6.07,5135.29,92
3/5/1986,25,6.06,5158.72,92
3/5/1986,30,6.05,5174.35,92
3/5/1986,35,6.06,5174.35,92
3/5/1986,40,6.07,5166.53,92
3/5/1986,45,6.06,5221.21,92
3/5/1986,50,6.09,5205.59,92
3/5/1986,52,6.09,5197.78,92
3/5/1986,0,11.44,3596.52,95
3/5/1986,1,9.99,4549.47,95
3/5/1986,2,8.90,5010.31,95
3/5/1986,3,7.43,4979.07,95
3/5/1986,4,6.32,5057.18,95
3/5/1986,5,6.67,5143.10,95
3/5/1986,6,6.72,5150.91,95
3/5/1986,7,6.46,5143.10,95
3/5/1986,8,6.28,5150.91,95
3/5/1986,9,6.24,5150.91,95
3/5/1986,10,6.20,5166.53,95
3/5/1986,15,6.14,5182.16,95
3/5/1986,20,6.22,5213.40,95
3/5/1986,25,6.14,5197.78,95
3/5/1986,30,6.09,5189.97,95
3/5/1986,35,6.09,5197.78,95
3/5/1986,40,6.07,5197.78,95
3/5/1986,45,6.07,5205.59,95
3/5/1986,50,6.06,5174.35,95
3/5/1986,55,6.04,5143.10,95
3/5/1986,60,6.04,5182.16,95
3/5/1986,65,6.04,5127.48,95
3/5/1986,70,6.05,5213.40,95
3/5/1986,75,6.07,5197.78,95
3/5/1986,78,6.09,5260.27,95
3/5/1986,0,12.62,4877.53,96
3/5/1986,1,10.25,4971.26,96
3/5/1986,2,7.39,5119.67,96
3/5/1986,3,7.22,5135.29,96
3/5/1986,4,7.03,5135.29,96
3/5/1986,5,6.66,5143.10,96
3/5/1986,10,6.31,5158.72,96
3/5/1986,15,6.32,5189.97,96
3/5/1986,20,6.22,5182.16,96
3/5/1986,25,6.15,5182.16,96
3/5/1986,30,6.12,5189.97,96
3/5/1986,35,6.09,5182.16,96
3/5/1986,40,6.06,5158.72,96
3/5/1986,45,6.06,5189.97,96
3/5/1986,50,6.06,5197.78,96
3/5/1986,55,6.06,5197.78,96
3/5/1986,60,6.06,5197.78,96
3/5/1986,65,6.06,5205.59,96
3/5/1986,70,6.06,5197.78,96
3/5/1986,75,6.07,5205.59,96
3/5/1986,80,6.07,5197.78,96
3/5/1986,85,6.10,5229.02,96
3/5/1986,90,6.16,5252.46,96
3/5/1986,95,6.25,5314.94,96
3/5/1986,100,6.29,5322.75,96
3/5/1986,104,6.34,5478.97,96
3/5/1986,0,12.45,4885.34,97
3/5/1986,1,10.90,4971.26,97
3/5/1986,2,9.33,5127.48,97
3/5/1986,3,8.21,5111.86,97
3/5/1986,4,7.60,5189.97,97
3/5/1986,5,7.05,5174.35,97
3/5/1986,6,6.85,5143.10,97
3/5/1986,7,6.57,5158.72,97
3/5/1986,8,6.51,5119.67,97
3/5/1986,9,6.41,5143.10,97
3/5/1986,10,6.31,5150.91,97
3/5/1986,15,6.18,5150.91,97
3/5/1986,20,6.14,5182.16,97
3/5/1986,25,6.13,5197.78,97
3/5/1986,30,6.09,5158.72,97
3/5/1986,35,6.09,5174.35,97
3/5/1986,40,6.07,5189.97,97
3/5/1986,45,6.08,5182.16,97
3/5/1986,50,6.07,5127.48,97
3/5/1986,55,6.07,5174.35,97
3/5/1986,60,6.06,5111.86,97
3/5/1986,65,6.06,5182.16,97
3/5/1986,70,6.06,5150.91,97
3/5/1986,75,6.06,5150.91,97
3/5/1986,80,6.09,5213.40,97
4/3/1986,0,10.20,4830.70,96
4/3/1986,1,8.91,4776.00,96
4/3/1986,2,8.66,4791.60,96
4/3/1986,3,8.48,4799.40,96
4/3/1986,4,8.33,4799.40,96
4/3/1986,5,8.27,4807.20,96
4/3/1986,10,8.12,4877.50,96
4/3/1986,15,7.60,4924.40,96
4/3/1986,20,7.26,4986.90,96
4/3/1986,25,7.07,4994.70,96
4/3/1986,30,6.54,5065.00,96
4/3/1986,35,6.19,5127.50,96
4/3/1986,40,6.17,5057.20,96
4/3/1986,45,6.16,5111.90,96
4/3/1986,50,6.12,5049.40,96
4/3/1986,55,6.10,5119.70,96
4/3/1986,60,6.10,5088.40,96
4/3/1986,65,6.02,5158.70,96
4/3/1986,70,6.07,5096.20,96
4/3/1986,75,6.09,5150.90,96
4/3/1986,80,6.12,5135.30,96
4/3/1986,85,6.15,5119.70,96
4/3/1986,90,6.19,5213.40,96
4/3/1986,95,6.24,5213.40,96
4/3/1986,100,6.29,5236.80,96
4/3/1986,105,6.29,5190.00,96
4/3/1986,0,9.82,4807.20,97
4/3/1986,1,8.71,4815.00,97
4/3/1986,2,8.45,4815.00,97
4/3/1986,3,8.35,4815.00,97
4/3/1986,4,8.19,4830.70,97
4/3/1986,5,8.12,4861.90,97
4/3/1986,10,7.55,4924.40,97
4/3/1986,15,7.23,4963.40,97
4/3/1986,20,6.49,5018.10,97
4/3/1986,25,6.29,5057.20,97
4/3/1986,30,6.12,5111.90,97
4/3/1986,35,6.08,5119.70,97
4/3/1986,40,6.06,5111.90,97
4/3/1986,45,6.04,5096.20,97
4/3/1986,50,6.07,5096.20,97
4/3/1986,55,6.04,5088.40,97
4/3/1986,60,6.03,5088.40,97
4/3/1986,65,6.05,5018.10,97
4/3/1986,70,6.07,5166.50,97
4/3/1986,75,6.07,5135.30,97
4/9/1986,0,11.07,,92
4/9/1986,1,10.82,3354.40,92
4/9/1986,2,10.53,3573.10,92
4/9/1986,3,10.41,3768.40,92
4/9/1986,4,10.28,3916.80,92
4/9/1986,5,10.12,4158.90,92
4/9/1986,6,10.06,4229.20,92
4/9/1986,7,9.96,4322.90,92
4/9/1986,8,9.94,4338.60,92
4/9/1986,9,9.94,4338.60,92
4/9/1986,10,9.94,4346.40,92
4/9/1986,15,8.97,4830.70,92
4/9/1986,20,8.39,4940.00,92
4/9/1986,25,7.86,4994.70,92
4/9/1986,0,9.90,4721.30,95
4/9/1986,1,9.77,4690.10,95
4/9/1986,2,9.50,4713.50,95
4/9/1986,3,9.19,4768.20,95
4/9/1986,4,9.14,4791.60,95
4/9/1986,5,9.08,4830.70,95
4/9/1986,10,8.75,4846.30,95
4/9/1986,15,8.58,4861.90,95
4/9/1986,20,8.17,4916.60,95
4/9/1986,25,7.76,5002.50,95
4/9/1986,30,7.18,5057.20,95
4/9/1986,35,6.85,5119.70,95
4/9/1986,40,6.78,5135.30,95
4/9/1986,45,6.34,5150.90,95
4/9/1986,50,6.31,5182.20,95
4/9/1986,55,6.21,5135.30,95
4/9/1986,60,6.15,5197.80,95
4/9/1986,65,6.14,5197.80,95
4/9/1986,70,6.13,5190.00,95
4/9/1986,75,6.13,5221.20,95
5/5/1986,0,10.53,4151.10,95
5/5/1986,1,10.53,4158.90,95
5/5/1986,2,10.98,4315.10,95
5/5/1986,3,10.48,4455.70,95
5/5/1986,4,10.45,4736.90,95
5/5/1986,5,10.46,4736.90,95
5/5/1986,10,10.09,4776.00,95
5/5/1986,15,10.11,4861.90,95
5/5/1986,20,10.41,4940.00,95
5/5/1986,25,10.52,4932.20,95
5/5/1986,26,10.51,4947.80,95
5/5/1986,27,10.17,4932.20,95
5/5/1986,28,9.83,4877.50,95
5/5/1986,29,9.66,4854.10,95
5/5/1986,30,9.42,4924.40,95
5/5/1986,35,7.21,5111.90,95
5/5/1986,40,6.66,5213.40,95
5/5/1986,45,6.45,5174.30,95
5/5/1986,50,6.26,5244.60,95
5/5/1986,55,6.23,5236.80,95
5/5/1986,60,6.18,5236.80,95
5/5/1986,65,6.15,5244.60,95
5/5/1986,70,6.15,5260.30,95
5/5/1986,75,6.14,5299.30,95
5/5/1986,0,10.45,5010.30,96
5/5/1986,1,10.46,5002.50,96
5/5/1986,2,10.46,5018.10,96
5/5/1986,3,10.48,5010.30,96
5/5/1986,4,10.47,5010.30,96
5/5/1986,5,10.47,5018.10,96
5/5/1986,6,10.47,5010.30,96
5/5/1986,7,10.47,5018.10,96
5/5/1986,8,10.47,5002.50,96
5/5/1986,9,10.46,5010.30,96
5/5/1986,10,10.47,5002.50,96
5/5/1986,11,10.48,5018.10,96
5/5/1986,12,10.47,5002.50,96
5/5/1986,13,10.47,5018.10,96
5/5/1986,14,10.47,5018.10,96
5/5/1986,15,10.47,5002.50,96
5/5/1986,16,10.46,5033.70,96
5/5/1986,17,10.45,5018.10,96
5/5/1986,18,10.40,4994.70,96
5/5/1986,19,10.28,5010.30,96
5/5/1986,20,10.07,5002.50,96
5/5/1986,21,9.90,5018.10,96
5/5/1986,22,9.52,4994.70,96
5/5/1986,23,9.24,5018.10,96
5/5/1986,24,9.18,5049.40,96
5/5/1986,25,9.09,5033.70,96
5/5/1986,30,8.39,5088.40,96
5/5/1986,35,7.37,5143.10,96
5/5/1986,40,7.17,5213.40,96
5/5/1986,45,6.79,5213.40,96
5/5/1986,50,6.32,5252.50,96
5/5/1986,55,6.17,5283.70,96
5/5/1986,60,6.13,5275.90,96
5/5/1986,65,6.12,5307.10,96
5/5/1986,70,6.11,5244.60,96
5/5/1986,75,6.11,5275.90,96
5/5/1986,80,6.13,5221.20,96
5/5/1986,85,6.14,5346.20,96
5/5/1986,90,6.19,5354.00,96
5/5/1986,95,6.28,5377.40,96
5/5/1986,100,6.28,5393.10,96
5/5/1986,104,6.28,5400.90,96
5/5/1986,0,10.52,4861.90,97
5/5/1986,1,10.56,4783.80,97
5/5/1986,2,10.56,4861.90,97
5/5/1986,3,10.57,4908.80,97
5/5/1986,4,10.57,4901.00,97
5/5/1986,5,10.57,4901.00,97
5/5/1986,10,10.58,4901.00,97
5/5/1986,15,10.57,4916.60,97
5/5/1986,20,10.47,4940.00,97
5/5/1986,21,10.19,4979.10,97
5/5/1986,22,9.64,4986.90,97
5/5/1986,23,9.00,4994.70,97
5/5/1986,24,8.81,4994.70,97
5/5/1986,25,8.46,5033.70,97
5/5/1986,30,7.34,5119.70,97
5/5/1986,35,6.70,5143.10,97
5/5/1986,40,6.26,5190.00,97
5/5/1986,45,6.17,5166.50,97
5/5/1986,50,6.12,5182.20,97
5/5/1986,55,6.11,5252.50,97
5/5/1986,60,6.11,5260.30,97
5/5/1986,65,6.12,5268.10,97
5/5/1986,70,6.14,5338.40,97
